"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"Mvb12b" 3.24502625164558e-62 1.27279429968886 0.546 0.273 7.07285921808671e-58 "IM" "Mvb12b"
"Tbc1d2" 4.40520424359307e-62 -2.5914528088047 0.071 0.27 9.60158316933545e-58 "IM" "Tbc1d2"
"Eef1a1" 5.36389096154967e-62 0.947196006563954 0.672 0.373 1.16911367397937e-57 "IM" "Eef1a1"
"Syne2" 7.95115562963408e-62 -2.0916633227607 0.138 0.359 1.73303388103504e-57 "IM" "Syne2"
"Diaph1" 8.46704809079448e-62 -0.975874534462123 0.608 0.748 1.84547780186956e-57 "IM" "Diaph1"
"Ctsh" 1.13447791133887e-61 0.976023850670899 0.627 0.335 2.4727080555542e-57 "IM" "Ctsh"
"Shtn1" 1.63776734690684e-61 -1.04099551977313 0.54 0.698 3.56967770931814e-57 "IM" "Shtn1"
"Spred1" 3.2055012457223e-61 1.10739087282838 0.568 0.288 6.98671051517633e-57 "IM" "Spred1"
"Myo5a" 3.7871369384978e-61 0.746604802047847 0.849 0.617 8.2544436711498e-57 "IM" "Myo5a"
"Fpr1" 7.44996374782847e-61 -5.50805183313521 0.002 0.132 1.62379409847669e-56 "IM" "Fpr1"
"Ccdc88c" 8.28310066384423e-61 -2.96766293193857 0.057 0.244 1.80538462069149e-56 "IM" "Ccdc88c"
"AY036118" 1.31699583758926e-60 0.595133081221413 0.914 0.748 2.87052412760955e-56 "IM" "AY036118"
"Esrrg" 1.33268092278633e-60 -5.53313774563603 0.009 0.147 2.90471133930509e-56 "IM" "Esrrg"
"Arhgap10" 1.98747494894634e-60 1.23385382518526 0.537 0.262 4.33190039872344e-56 "IM" "Arhgap10"
"Ctsc" 2.91309807380015e-60 1.07204591976739 0.77 0.553 6.3493885616548e-56 "IM" "Ctsc"
"Nrp1" 2.95107435050222e-60 1.14496310167371 0.737 0.547 6.43216165435464e-56 "IM" "Nrp1"
"Dnah11" 4.6377336643241e-60 -5.4412715882167 0.01 0.149 1.01084042947608e-55 "IM" "Dnah11"
"Dipk1a" 4.66511986790536e-60 -1.42346846154041 0.39 0.589 1.01680952640865e-55 "IM" "Dipk1a"
"Chd9" 1.43025073787873e-59 0.690112056119923 0.873 0.714 3.11737450828047e-55 "IM" "Chd9"
"Atp2b1" 1.80816923730591e-59 0.686641067338332 0.872 0.719 3.94108566963197e-55 "IM" "Atp2b1"
"Mctp1" 2.10975372365171e-59 -1.0126030891899 0.771 0.819 4.59841921607127e-55 "IM" "Mctp1"
"Elk3" 3.15795919728274e-59 1.02902714104956 0.617 0.346 6.88308786639746e-55 "IM" "Elk3"
"St18" 3.22478733796396e-59 1.72805964883782 0.328 0.094 7.02874648182624e-55 "IM" "St18"
"Slc37a2" 6.03065916861294e-59 2.10906434768215 0.34 0.108 1.31444247239088e-54 "IM" "Slc37a2"
"5330438D12Rik" 1.38293441006303e-58 0.932166591861673 0.675 0.409 3.01424384017338e-54 "IM" "5330438D12Rik"
"Pde7b" 1.77115445728462e-58 1.34431592834397 0.472 0.2 3.86040825509755e-54 "IM" "Pde7b"
"Nfia" 4.17242671339511e-58 -1.5119561495658 0.346 0.553 9.09422126451599e-54 "IM" "Nfia"
"Tc2n" 4.58480849313387e-58 -2.36777562439385 0.067 0.257 9.99304859163458e-54 "IM" "Tc2n"
"Abcg3" 9.93418870384979e-58 1.32428041020895 0.344 0.099 2.1652557698911e-53 "IM" "Abcg3"
"Krt79" 1.05752119642404e-57 -6.83806705046994 0.001 0.121 2.30497319972583e-53 "IM" "Krt79"
"Mmp14" 1.53661211036318e-57 1.47166364468921 0.37 0.122 3.34919975574758e-53 "IM" "Mmp14"
"AI504432" 2.0573538408768e-57 -1.94629688968587 0.165 0.38 4.48420843157507e-53 "IM" "AI504432"
"Pdgfb" 2.41329486141937e-57 1.84693540353843 0.324 0.093 5.26001747994967e-53 "IM" "Pdgfb"
"F13a1" 2.61283055636557e-57 1.93779726868194 0.306 0.083 5.69492548065441e-53 "IM" "F13a1"
"Prom1" 2.99806896183288e-57 -5.59318518168038 0.004 0.129 6.53459110921094e-53 "IM" "Prom1"
"Slc26a11" 6.27478856820917e-57 2.54344566293226 0.233 0.037 1.36765291632687e-52 "IM" "Slc26a11"
"Snx29" 9.52825393761073e-57 0.808228743076852 0.794 0.587 2.07677822824163e-52 "IM" "Snx29"
"Stard9" 1.52809481769445e-56 0.856466145835812 0.716 0.448 3.33063546464683e-52 "IM" "Stard9"
"Wdfy4" 3.61558133081937e-56 -1.58568690015981 0.625 0.721 7.88052106865389e-52 "IM" "Wdfy4"
"Abcd2" 5.25463684945658e-56 -1.85415462563891 0.205 0.415 1.14530064770756e-51 "IM" "Abcd2"
"Gpr34" 1.02377634151233e-55 2.6037319826637 0.226 0.036 2.23142291396028e-51 "IM" "Gpr34"
"P2rx7" 1.13374951496295e-55 1.26456961526819 0.486 0.229 2.47112044281324e-51 "IM" "P2rx7"
"Rbpj" 1.53466842551021e-55 0.97645555368017 0.758 0.515 3.34496330024205e-51 "IM" "Rbpj"
"Dab2" 1.58966391386631e-55 0.946379427755631 0.78 0.558 3.46483146666301e-51 "IM" "Dab2"
"Ccbe1" 2.10942569710812e-55 -2.38906709163072 0.069 0.253 4.59770424941685e-51 "IM" "Ccbe1"
"Msr1" 7.73793246416477e-55 1.10267013784178 0.489 0.224 1.68655975988935e-50 "IM" "Msr1"
"Rcsd1" 1.44270522808454e-54 1.22759054180342 0.378 0.128 3.14452031513306e-50 "IM" "Rcsd1"
"Cyth4" 4.80034937036504e-54 0.757150526830341 0.75 0.497 1.04628414876476e-49 "IM" "Cyth4"
"Syngr1" 7.34578160362858e-54 2.18112596712267 0.253 0.053 1.60108655832689e-49 "IM" "Syngr1"
"Gm32036" 7.6717668231739e-54 1.21728551983387 0.486 0.232 1.67213829677898e-49 "IM" "Gm32036"
"Atxn1" 2.72640649196655e-53 -1.19824746570492 0.682 0.722 5.9424755898903e-49 "IM" "Atxn1"
"Ms4a6d" 4.81383121093587e-53 1.14522158894638 0.467 0.218 1.04922265073558e-48 "IM" "Ms4a6d"
"Vstm2a" 5.26479584346616e-53 -6.87496228348643 0.002 0.114 1.14751490204188e-48 "IM" "Vstm2a"
"Ffar4" 6.65279143958813e-53 -4.1845901549604 0.009 0.134 1.45004242217263e-48 "IM" "Ffar4"
"Bach2os" 7.40300271098061e-53 2.34399135976716 0.236 0.047 1.61355847088533e-48 "IM" "Bach2os"
"Ehbp1" 1.8294040837022e-52 -1.44607060768716 0.29 0.491 3.98736914083732e-48 "IM" "Ehbp1"
"Clec9a" 1.91424931292108e-52 -4.9993813874664 0.007 0.127 4.17229780244279e-48 "IM" "Clec9a"
"Znrf3" 2.10728101473539e-52 0.990451278065758 0.506 0.24 4.59302969971726e-48 "IM" "Znrf3"
"Arhgap31" 2.78810424444637e-52 -1.00219713961937 0.592 0.734 6.07695201119532e-48 "IM" "Arhgap31"
"Ptpn3" 8.62637428340798e-52 -2.74388426929169 0.039 0.195 1.8802045388116e-47 "IM" "Ptpn3"
"Sec14l1" 1.26286507578933e-51 1.46631271141747 0.424 0.187 2.75254071919043e-47 "IM" "Sec14l1"
"Tgfbi" 1.78213773430577e-51 0.862914040299974 0.706 0.476 3.88434740569285e-47 "IM" "Tgfbi"
"Mkx" 2.84406895826579e-51 -5.93014173745578 0.003 0.115 6.19893270143612e-47 "IM" "Mkx"
"Csf3r" 4.09807879976024e-51 0.792361347823556 0.411 0.162 8.93217255195741e-47 "IM" "Csf3r"
"Col14a1" 4.45899344296041e-51 3.6440549231671 0.193 0.026 9.71882210827652e-47 "IM" "Col14a1"
"Gatm" 5.41552833939288e-51 2.40712892993408 0.224 0.041 1.18036855685407e-46 "IM" "Gatm"
"Wwp1" 1.92244437471805e-50 1.28302671229798 0.593 0.374 4.19015975913547e-46 "IM" "Wwp1"
"Pde4dip" 1.96058979261423e-50 -1.95833876804166 0.163 0.361 4.27330151198197e-46 "IM" "Pde4dip"
"Ear2" 5.6074330208273e-50 -4.4575775592911 0.007 0.123 1.22219610121952e-45 "IM" "Ear2"
"Lat2" 6.07704213577008e-50 1.17541242132512 0.362 0.127 1.32455210391245e-45 "IM" "Lat2"
"Fam189a2" 9.45302717606666e-50 -2.92363828372403 0.027 0.167 2.06038180329549e-45 "IM" "Fam189a2"
"Slc29a3" 9.84698018034627e-50 1.23165036084213 0.425 0.184 2.14624780010827e-45 "IM" "Slc29a3"
"Gm20528" 1.26560292000967e-49 0.953107416414511 0.561 0.312 2.75850812445308e-45 "IM" "Gm20528"
"Rassf2" 1.33244109291468e-49 0.985548445913268 0.446 0.186 2.90418860611684e-45 "IM" "Rassf2"
"Apbb2" 1.5524926661395e-49 1.23122528492941 0.509 0.263 3.38381301511765e-45 "IM" "Apbb2"
"Fgf13" 2.003789285106e-49 1.50025148141743 0.373 0.147 4.36745912581704e-45 "IM" "Fgf13"
"Cerk" 2.81624310631234e-49 0.962330628308041 0.666 0.445 6.13828347451837e-45 "IM" "Cerk"
"Slc9a2" 3.46735415734686e-49 -9.46982137778147 0 0.101 7.55744512135321e-45 "IM" "Slc9a2"
"Adamts2" 5.51537224433359e-49 -3.79062673574297 0.015 0.139 1.20213053437495e-44 "IM" "Adamts2"
"Asb2" 6.25712751192876e-49 2.55896068595116 0.219 0.042 1.36380351249999e-44 "IM" "Asb2"
"Cadm1" 6.55139250756134e-49 1.3725583765781 0.403 0.177 1.42794151094807e-44 "IM" "Cadm1"
"Mgat5" 6.61987195748086e-49 0.618782069005134 0.878 0.718 1.44286729185253e-44 "IM" "Mgat5"
"Fam110b" 8.81019200301822e-49 1.74382074346227 0.304 0.097 1.92026944897785e-44 "IM" "Fam110b"
"Il18" 1.42718976540933e-48 -1.87252664230487 0.119 0.307 3.11070281268619e-44 "IM" "Il18"
"Gm2629" 1.67202259482393e-48 3.12482893698792 0.181 0.022 3.64434044767823e-44 "IM" "Gm2629"
"Ctsk" 1.88894870729905e-48 -2.7699340086962 0.044 0.196 4.11715260242902e-44 "IM" "Ctsk"
"Diaph2" 3.75906622700296e-48 -0.597715116743919 0.912 0.929 8.19326074837566e-44 "IM" "Diaph2"
"Dmd" 4.0528241770226e-48 -3.02117188637371 0.045 0.196 8.83353557623845e-44 "IM" "Dmd"
"Slc8a1" 5.03121965809904e-48 0.542874340798231 0.954 0.895 1.09660463667927e-43 "IM" "Slc8a1"
"Dock5" 5.93984609423662e-48 -1.20299470605574 0.437 0.607 1.29464885469981e-43 "IM" "Dock5"
"Mafb" 9.78023081691943e-48 2.19861555005724 0.235 0.053 2.13169910885576e-43 "IM" "Mafb"
"Cd200r1" 1.05259889360113e-47 -1.30078614650973 0.296 0.5 2.29424454849303e-43 "IM" "Cd200r1"
"Nedd4l" 1.28791795710455e-47 0.583150330271828 0.717 0.427 2.80714597930508e-43 "IM" "Nedd4l"
"Gapdh" 1.82739243317469e-47 1.38816906575972 0.383 0.156 3.98298454734756e-43 "IM" "Gapdh"
"Cpd" 2.07298981263006e-47 1.33936402174513 0.452 0.224 4.51828859560848e-43 "IM" "Cpd"
"Lst1" 2.37754812124064e-47 1.33694854063302 0.282 0.079 5.18210388505609e-43 "IM" "Lst1"
"Adam19" 3.83429321769608e-47 1.22236826045381 0.382 0.152 8.35722549729037e-43 "IM" "Adam19"
"Itgax" 4.34859148091675e-47 -1.38873340250172 0.22 0.43 9.47818999180614e-43 "IM" "Itgax"
"Tec" 4.71074271157425e-47 0.819646263777874 0.66 0.413 1.02675348141472e-42 "IM" "Tec"
"Sh3bgrl2" 5.29382894845176e-47 -2.92703049850597 0.029 0.164 1.15384295760455e-42 "IM" "Sh3bgrl2"
"Abcb1b" 5.60143885805597e-47 1.7009961562935 0.277 0.081 1.22088961350188e-42 "IM" "Abcb1b"
"Fcgr1" 6.02917786913663e-47 2.06066808211174 0.229 0.051 1.31411960835702e-42 "IM" "Fcgr1"
"Cmss1" 9.21083182084946e-47 0.646766341211534 0.816 0.609 2.00759290367235e-42 "IM" "Cmss1"
"Spp1" 9.47685146392988e-47 1.10422565302215 0.434 0.198 2.06557454507816e-42 "IM" "Spp1"
"Pacrg" 9.55073228214265e-47 -2.88763518911438 0.026 0.16 2.08167760821581e-42 "IM" "Pacrg"
"Timp2" 1.00303303538731e-46 1.38268771862302 0.358 0.14 2.18621080393018e-42 "IM" "Timp2"
"Plet1os" 1.22027499853571e-46 -4.2909020669044 0.005 0.11 2.65971138680842e-42 "IM" "Plet1os"
"Hspa12a" 1.86882496401161e-46 -2.67907253191653 0.028 0.162 4.0732908915597e-42 "IM" "Hspa12a"
"Rab11fip1" 1.88341220951224e-46 -2.14851832241728 0.09 0.263 4.10508525185288e-42 "IM" "Rab11fip1"
"Lgals9" 1.88872857828825e-46 1.21671856420207 0.394 0.166 4.11667280923708e-42 "IM" "Lgals9"
"Sec61g" 2.03602557563513e-46 1.75025544026551 0.311 0.108 4.43772134465433e-42 "IM" "Sec61g"
"Trem2" 2.58967915531039e-46 1.70825791953957 0.289 0.092 5.64446468691453e-42 "IM" "Trem2"
"Cyfip1" 3.59769465452438e-46 0.76599241696007 0.718 0.499 7.84153526900135e-42 "IM" "Cyfip1"
"Prkch" 9.54407759463555e-46 -1.00445539940428 0.564 0.683 2.08022715252676e-41 "IM" "Prkch"
"Rab7b" 1.05516667640734e-45 1.44753731959963 0.318 0.112 2.29984128789743e-41 "IM" "Rab7b"
"Epb41l2" 1.21129859845805e-45 0.664521540562712 0.837 0.675 2.64014642519917e-41 "IM" "Epb41l2"
"Gm46401" 1.76994622442802e-45 -2.73265093073554 0.024 0.153 3.85777479076332e-41 "IM" "Gm46401"
"Syne1" 2.28005917312032e-45 -1.36893252381318 0.374 0.543 4.96961697373304e-41 "IM" "Syne1"
"Acer3" 2.42710093208308e-45 0.434570787879146 0.8 0.514 5.29010919156827e-41 "IM" "Acer3"
"Fyn" 2.86168981450674e-45 -1.64221847202039 0.229 0.424 6.2373391196989e-41 "IM" "Fyn"
"Bmp2k" 3.27224548454012e-45 0.502344263774569 0.717 0.477 7.13218625810364e-41 "IM" "Bmp2k"
"Cux1" 5.20778350199159e-45 0.608090398859364 0.857 0.708 1.13508849209409e-40 "IM" "Cux1"
"Usp6nl" 5.22336709047892e-45 -1.35231764744676 0.224 0.424 1.13848509104079e-40 "IM" "Usp6nl"
"Frk" 6.58302501432775e-45 -3.14356443792014 0.031 0.164 1.43483613212288e-40 "IM" "Frk"
"Grap2" 8.61553554022864e-45 -1.1824460106926 0.212 0.428 1.87784212634824e-40 "IM" "Grap2"
"Col1a2" 1.00835250304141e-44 1.0945150012682 0.428 0.194 2.19780511562906e-40 "IM" "Col1a2"
"Nfxl1" 1.26586498575527e-44 1.62062150421787 0.315 0.116 2.7590793229522e-40 "IM" "Nfxl1"
"Arap3" 2.29317181649249e-44 1.88878306400105 0.227 0.053 4.99819729122702e-40 "IM" "Arap3"
"Mcoln3" 2.43062083361704e-44 -2.89610712106183 0.021 0.145 5.29778116895171e-40 "IM" "Mcoln3"
"Tspan5" 2.64555726668093e-44 -1.18532998013486 0.397 0.578 5.76625661845776e-40 "IM" "Tspan5"
"Adam22" 3.11683385586162e-44 -1.94684245358013 0.083 0.25 6.79345107223599e-40 "IM" "Adam22"
"Gm13684" 3.50500252760709e-44 1.49529704396018 0.349 0.141 7.63950350917242e-40 "IM" "Gm13684"
"Gm12353" 6.04859097535142e-44 1.35348261454538 0.463 0.246 1.3183508889876e-39 "IM" "Gm12353"
"Mak" 6.53391793374736e-44 -2.90490043860107 0.031 0.162 1.42413275283958e-39 "IM" "Mak"
"Cdh1" 7.90549974786777e-44 -2.50607364854265 0.053 0.202 1.72308272504526e-39 "IM" "Cdh1"
"Susd3" 8.13186668976124e-44 1.96003612331559 0.228 0.054 1.77242166370036e-39 "IM" "Susd3"
"Cd300lf" 8.8343824068075e-44 -1.12560157144033 0.403 0.574 1.92554198938776e-39 "IM" "Cd300lf"
"Phc2" 1.36362362096435e-43 1.27173270398247 0.481 0.267 2.97215404425389e-39 "IM" "Phc2"
"Sesn1" 1.49444556920764e-43 0.993932977747344 0.532 0.295 3.25729356264498e-39 "IM" "Sesn1"
"Snx5" 2.47443462311526e-43 0.906572487593331 0.594 0.361 5.39327770454202e-39 "IM" "Snx5"
"Ppcdc" 2.77234903176335e-43 1.180043773921 0.422 0.202 6.0426119496314e-39 "IM" "Ppcdc"
"Hpcal1" 2.9662636318494e-43 -0.907327468896446 0.617 0.727 6.46526821197896e-39 "IM" "Hpcal1"
"Elmo1" 3.12059595122962e-43 0.482420852368374 0.961 0.93 6.80165093530008e-39 "IM" "Elmo1"
"Aff1" 4.41274871947862e-43 -0.900798224766451 0.614 0.73 9.61802710897561e-39 "IM" "Aff1"
"Nol4l" 4.43637760443878e-43 -1.34049878705622 0.298 0.483 9.66952862663477e-39 "IM" "Nol4l"
"Cotl1" 6.16942396302116e-43 0.834776301318305 0.621 0.378 1.34468764698009e-38 "IM" "Cotl1"
"Rhoh" 8.25086923380904e-43 1.27040918006903 0.392 0.183 1.79835945820102e-38 "IM" "Rhoh"
"Il21r" 8.2605215280642e-43 1.09025965406142 0.302 0.098 1.80046327225687e-38 "IM" "Il21r"
"Cd72" 1.53185109388888e-42 1.90031253578422 0.222 0.052 3.3388226442402e-38 "IM" "Cd72"
"Hipk2" 1.94144273715816e-42 -0.871939918288082 0.664 0.745 4.23156858990993e-38 "IM" "Hipk2"
"5730507C01Rik" 2.26134288141081e-42 -6.23596639638196 0.001 0.091 4.928822944323e-38 "IM" "5730507C01Rik"
"Lyz2" 2.44618232827679e-42 0.762838365174317 0.791 0.591 5.33169900271209e-38 "IM" "Lyz2"
"Cyth3" 2.76982413612949e-42 -1.28766637248666 0.297 0.48 6.03710868710783e-38 "IM" "Cyth3"
"Add3" 2.93879389006937e-42 -1.24138927202725 0.291 0.489 6.4053951627952e-38 "IM" "Add3"
"Kcnn4" 5.30928596940711e-42 1.48335499028232 0.257 0.074 1.15721196989197e-37 "IM" "Kcnn4"
"Itgal" 6.20000015622499e-42 -1.7675100146301 0.135 0.312 1.3513520340508e-37 "IM" "Itgal"
"Clec16a" 7.40177758455636e-42 -1.32959034874809 0.302 0.478 1.6132914423299e-37 "IM" "Clec16a"
"S100a6" 7.5054353505817e-42 0.873527960648844 0.501 0.26 1.63588468901279e-37 "IM" "S100a6"
"Asap1" 8.10130241252961e-42 -0.667633401800047 0.815 0.879 1.76575987383495e-37 "IM" "Asap1"
"Chp1" 1.83698087349588e-41 -1.48853348280431 0.171 0.357 4.00388351187162e-37 "IM" "Chp1"
"BE692007" 2.09088684022301e-41 1.60443286342621 0.243 0.068 4.55729695695006e-37 "IM" "BE692007"
"Rras2" 2.73950007304333e-41 -1.89055404622162 0.109 0.277 5.97101435920524e-37 "IM" "Rras2"
"4930479D17Rik" 3.62277586565026e-41 3.63355471592769 0.151 0.017 7.8962022767713e-37 "IM" "4930479D17Rik"
"Dclre1c" 6.16505166481051e-41 1.01215108822542 0.522 0.306 1.3437346608621e-36 "IM" "Dclre1c"
"Lrp12" 7.9659599576041e-41 -1.30791713024431 0.424 0.57 1.73626063235939e-36 "IM" "Lrp12"
"Net1" 8.74679618914064e-41 -2.2704191877213 0.055 0.197 1.90645169738509e-36 "IM" "Net1"
"A930007I19Rik" 9.70964503704058e-41 -2.01170609003007 0.119 0.288 2.11631423227336e-36 "IM" "A930007I19Rik"
"E230029C05Rik" 1.09161733158809e-40 1.05846152449647 0.536 0.326 2.37928913592941e-36 "IM" "E230029C05Rik"
"Lpin1" 1.57641447051836e-40 -1.69894145765491 0.099 0.264 3.43595297994181e-36 "IM" "Lpin1"
"Mgat4a" 1.88045709269623e-40 0.932439146668344 0.61 0.415 4.0986442792407e-36 "IM" "Mgat4a"
"Kcnq1ot1" 3.88818857247918e-40 -0.914593466410526 0.603 0.707 8.47469581257561e-36 "IM" "Kcnq1ot1"
"Svil" 4.4110443816583e-40 -0.832537977609187 0.667 0.754 9.61431233426243e-36 "IM" "Svil"
"Sema4d" 4.9722954902722e-40 0.761614630437752 0.481 0.24 1.08376152505973e-35 "IM" "Sema4d"
"Sept11" 5.14357972152215e-40 -1.14980227494504 0.349 0.526 1.12109463610297e-35 "IM" "Sept11"
"Bin1" 6.43774481388999e-40 1.26861858348276 0.335 0.134 1.40317085963546e-35 "IM" "Bin1"
"Ctss" 6.7867890654124e-40 0.539050634649479 0.871 0.729 1.47924854469729e-35 "IM" "Ctss"
"Siglecf" 8.74187049472035e-40 -6.09049553732652 0.001 0.085 1.90537809302925e-35 "IM" "Siglecf"
"Arhgap19" 9.85610044261288e-40 2.04548522036807 0.22 0.058 2.1482356524719e-35 "IM" "Arhgap19"
"Actn1" 1.01941796808279e-39 -1.4092523454903 0.198 0.376 2.22192340323324e-35 "IM" "Actn1"
"Sh3pxd2a" 1.04892308313812e-39 0.962638175679152 0.413 0.196 2.28623275200784e-35 "IM" "Sh3pxd2a"
"Marco" 1.23954890563741e-39 -4.17157971875882 0.005 0.095 2.70172079472729e-35 "IM" "Marco"
"Rtn4" 1.42945140067213e-39 0.590809938543041 0.79 0.604 3.11563227290497e-35 "IM" "Rtn4"
"P2ry12" 1.56519295556124e-39 1.22908631732462 0.374 0.172 3.41149456594128e-35 "IM" "P2ry12"
"Fn1" 1.9112370237337e-39 0.702710851908044 0.637 0.398 4.16573221692997e-35 "IM" "Fn1"
"Selenop" 2.53688700558453e-39 1.71875924407082 0.283 0.104 5.52939891737204e-35 "IM" "Selenop"
"Rrbp1" 3.29737415651785e-39 0.55640979849999 0.847 0.661 7.18695671154632e-35 "IM" "Rrbp1"
"Gmds" 3.89806446454711e-39 -1.05289452313267 0.453 0.601 8.49622130692688e-35 "IM" "Gmds"
"Nr3c2" 4.29251995837704e-39 -2.23465217238463 0.057 0.198 9.3559765012786e-35 "IM" "Nr3c2"
"Neat1" 4.29614218483656e-39 -0.600205118278143 0.803 0.873 9.36387150606978e-35 "IM" "Neat1"
"Pdcd1lg2" 7.45388667758928e-39 -3.58043995088256 0.014 0.116 1.62464914024736e-34 "IM" "Pdcd1lg2"
"Vwf" 7.77366354311996e-39 -1.91760858581656 0.069 0.217 1.69434770585843e-34 "IM" "Vwf"
"Lcor" 9.1193475732186e-39 -0.803079113014621 0.68 0.742 1.98765299705873e-34 "IM" "Lcor"
"Gabbr2" 1.4243673129778e-38 3.35889904765351 0.161 0.026 3.10455099536641e-34 "IM" "Gabbr2"
"Dysf" 1.67466486842971e-38 -2.39544278905813 0.026 0.141 3.6500995472294e-34 "IM" "Dysf"
"Abcc5" 1.95475644202035e-38 -1.40903921740236 0.438 0.546 4.26058714102756e-34 "IM" "Abcc5"
"Cdh23" 1.99418267964596e-38 1.29303926884365 0.305 0.117 4.34652056855634e-34 "IM" "Cdh23"
"Gm35154" 2.93979210449314e-38 1.26366629533535 0.358 0.162 6.40757087095324e-34 "IM" "Gm35154"
"Slc43a2" 3.03271392264439e-38 0.886280875863745 0.556 0.334 6.61010326579571e-34 "IM" "Slc43a2"
"Ppia" 3.18942706290719e-38 0.886573654145735 0.479 0.254 6.9516752263125e-34 "IM" "Ppia"
"App" 3.7453553190646e-38 -0.616613938835681 0.798 0.844 8.16337645343321e-34 "IM" "App"
"Rasa4" 5.04454103918789e-38 1.01335835219505 0.398 0.185 1.09950816490139e-33 "IM" "Rasa4"
"Man1c1" 5.36690963701357e-38 0.83575029636305 0.668 0.479 1.16977162448348e-33 "IM" "Man1c1"
"Adam23" 6.68939344274085e-38 -4.23554673435805 0.022 0.131 1.45802019477979e-33 "IM" "Adam23"
"Scamp5" 6.88944231365984e-38 2.97734007976266 0.158 0.026 1.5016228466853e-33 "IM" "Scamp5"
"Hip1" 7.10281807549315e-38 -0.876933726726429 0.538 0.657 1.54813022773449e-33 "IM" "Hip1"
"Rpl8" 8.42851504053384e-38 0.8468830291869 0.47 0.246 1.83707913823476e-33 "IM" "Rpl8"
"Grk5" 8.49770561831209e-38 -1.04278124085054 0.432 0.592 1.8521599165673e-33 "IM" "Grk5"
"Gm36723" 9.10605914166306e-38 -5.78956498621364 0.01 0.104 1.98475665051688e-33 "IM" "Gm36723"
"Marveld2" 9.56102289691564e-38 -2.84134724383561 0.022 0.132 2.08392055061173e-33 "IM" "Marveld2"
"Kazn" 1.09871936438622e-37 -3.55818046671224 0.018 0.122 2.3947687266162e-33 "IM" "Kazn"
"Clec1b" 1.41406346635939e-37 -4.25684512654917 0.003 0.087 3.08209273127693e-33 "IM" "Clec1b"
"Gm13571" 1.42762705056333e-37 -3.9679332336799 0.005 0.093 3.11165591940783e-33 "IM" "Gm13571"
"Hacd4" 1.59616216066469e-37 1.28381465428482 0.353 0.16 3.47899504538475e-33 "IM" "Hacd4"
"Tpcn1" 1.91433570830955e-37 1.58341216577064 0.24 0.074 4.1724861098315e-33 "IM" "Tpcn1"
"Nfatc2" 2.42065902232772e-37 1.01957307259675 0.325 0.127 5.2760684050655e-33 "IM" "Nfatc2"
"Fabp5" 3.71207973023564e-37 1.13116503544403 0.353 0.155 8.0908489800216e-33 "IM" "Fabp5"
"Rap1gap2" 4.02170984738435e-37 0.118338624282484 0.437 0.202 8.76571878335893e-33 "IM" "Rap1gap2"
"Bicd1" 4.33796641761215e-37 -2.46771656258661 0.036 0.158 9.45503160382744e-33 "IM" "Bicd1"
"Gm13710" 4.40052986747104e-37 2.02626367843829 0.216 0.062 9.59139489913988e-33 "IM" "Gm13710"
"AC149090.1" 4.47266555015719e-37 0.551277072567368 0.822 0.646 9.74862183312261e-33 "IM" "AC149090.1"
"Disc1" 5.07544462213664e-37 1.03390658941974 0.481 0.277 1.1062439098409e-32 "IM" "Disc1"
"Spsb1" 6.65080957948893e-37 1.25428631112373 0.314 0.131 1.44961045594541e-32 "IM" "Spsb1"
"Acox1" 7.25555475144728e-37 -1.33396149232772 0.292 0.453 1.58142071362545e-32 "IM" "Acox1"
"Ucp3" 7.90886098124722e-37 -3.80130376920243 0.007 0.096 1.72381533947264e-32 "IM" "Ucp3"
"Dock2" 9.53635874450411e-37 -0.480394437001143 0.922 0.922 2.07854475195212e-32 "IM" "Dock2"
"Fmnl3" 9.87342311001487e-37 0.957872026347177 0.484 0.271 2.15201130105884e-32 "IM" "Fmnl3"
"Lhfpl2" 1.07709048388047e-36 0.697300561531062 0.639 0.419 2.34762641866587e-32 "IM" "Lhfpl2"
"Gm27017" 1.62496111394184e-36 1.0976231945456 0.372 0.177 3.54176524394765e-32 "IM" "Gm27017"
"Dcakd" 2.01714686332395e-36 1.16493204797236 0.398 0.204 4.39657330330088e-32 "IM" "Dcakd"
"Rpl23" 2.13157380483969e-36 0.803804053190333 0.497 0.275 4.64597826502859e-32 "IM" "Rpl23"
"Pebp1" 2.17862950882751e-36 1.11953639429951 0.362 0.166 4.74854087744044e-32 "IM" "Pebp1"
"Ak8" 2.4882515900453e-36 -1.92417788795721 0.079 0.223 5.42339316566273e-32 "IM" "Ak8"
"Bcl2" 3.40796404184374e-36 0.726489242101415 0.405 0.192 7.42799842560261e-32 "IM" "Bcl2"
"Arhgap45" 4.13356027141418e-36 0.528159990997894 0.776 0.59 9.00950796757435e-32 "IM" "Arhgap45"
"Esyt2" 4.17889864346294e-36 -0.962818419161513 0.462 0.601 9.10832748329182e-32 "IM" "Esyt2"
"Raet1e" 4.31573756581151e-36 0.911238639799599 0.489 0.275 9.40658159844277e-32 "IM" "Raet1e"
"Cmtm7" 5.57408982505213e-36 0.854430367561022 0.391 0.183 1.21492861826836e-31 "IM" "Cmtm7"
"Ifngr2" 5.80114183207122e-36 0.801680442712184 0.54 0.326 1.26441687371824e-31 "IM" "Ifngr2"
